date,company,product_id,category,sales,price,promotion,stockout_days
2022-02-01,Company C,P004,Prescription,189.5,13.94,1,0
2022-03-01,Company C,P004,Prescription,175.1,14.49,0,0
2022-04-01,Company C,P004,Prescription,178.5,14.18,0,2
2022-05-01,Company C,P004,Prescription,199.2,14.41,0,2
2022-06-01,Company C,P004,Prescription,184.8,14.58,0,3
2022-07-01,Company C,P004,Prescription,173.9,14.36,0,2
2022-08-01,Company C,P004,Prescription,180.8,14.46,0,5
2022-09-01,Company C,P004,Prescription,180.2,14.38,0,3
2022-10-01,Company C,P004,Prescription,154.6,14.76,0,0
2022-11-01,Company C,P004,Prescription,169.6,14.76,0,1
2022-12-01,Company C,P004,Prescription,180.5,14.56,0,2
2023-01-01,Company C,P004,Prescription,197.2,14.17,0,0
2023-02-01,Company C,P004,Prescription,192.3,14.29,0,0
2023-03-01,Company C,P004,Prescription,182.0,14.4,0,0
2023-04-01,Company C,P004,Prescription,198.5,14.52,0,3
2023-05-01,Company C,P004,Prescription,181.5,14.06,0,0
2023-06-01,Company C,P004,Prescription,198.6,14.23,0,0
2023-07-01,Company C,P004,Prescription,193.4,14.43,0,3
2023-08-01,Company C,P004,Prescription,186.2,14.1,0,1
2023-09-01,Company C,P004,Prescription,191.6,14.58,0,1
2023-10-01,Company C,P004,Prescription,169.8,14.72,0,3
2023-11-01,Company C,P004,Prescription,181.8,14.13,0,5
2023-12-01,Company C,P004,Prescription,181.5,14.21,0,0
2024-01-01,Company C,P004,Prescription,194.0,14.36,0,0
2024-02-01,Company C,P004,Prescription,200.8,14.52,0,0
2024-03-01,Company C,P004,Prescription,209.2,14.2,0,0
2024-04-01,Company C,P004,Prescription,214.9,14.51,0,0
2024-05-01,Company C,P004,Prescription,216.4,14.63,0,0
2024-06-01,Company C,P004,Prescription,218.7,14.46,0,0
2024-07-01,Company C,P004,Prescription,204.8,14.22,0,0
2024-08-01,Company C,P004,Prescription,195.0,14.42,0,0
2024-09-01,Company C,P004,Prescription,225.1,14.23,1,0
2024-10-01,Company C,P004,Prescription,188.2,13.97,0,0
2024-11-01,Company C,P004,Prescription,194.1,13.98,0,0
2024-12-01,Company C,P004,Prescription,213.0,14.33,0,1
2025-01-01,Company C,P004,Prescription,215.8,14.34,0,0
2025-02-01,Company C,P004,Prescription,215.8,14.08,0,1
2025-03-01,Company C,P004,Prescription,218.9,14.59,0,0
2025-04-01,Company C,P004,Prescription,224.7,14.69,0,0
2025-05-01,Company C,P004,Prescription,232.2,14.59,0,0
2025-06-01,Company C,P004,Prescription,224.9,14.54,0,0
2025-07-01,Company C,P004,Prescription,209.5,14.51,0,0
2025-08-01,Company C,P004,Prescription,214.9,13.94,0,0
2025-09-01,Company C,P004,Prescription,241.2,14.1,1,0
2025-10-01,Company C,P004,Prescription,240.4,14.28,1,0
2025-11-01,Company C,P004,Prescription,208.0,14.58,0,0
2025-12-01,Company C,P004,Prescription,221.5,13.99,0,2
2022-01-01,Company C,P005,Wellness,185.6,16.12,0,0
2022-02-01,Company C,P005,Wellness,196.7,16.45,0,0
2022-03-01,Company C,P005,Wellness,202.0,16.18,0,0
2022-04-01,Company C,P005,Wellness,201.4,16.07,0,0
2022-05-01,Company C,P005,Wellness,199.9,16.02,0,3
2022-06-01,Company C,P005,Wellness,211.9,16.12,0,0
2022-07-01,Company C,P005,Wellness,193.2,16.15,0,0
2022-08-01,Company C,P005,Wellness,194.8,16.26,0,0
2022-09-01,Company C,P005,Wellness,176.4,16.74,0,3
2022-10-01,Company C,P005,Wellness,195.0,16.27,0,2
2022-11-01,Company C,P005,Wellness,184.1,16.16,0,0
2022-12-01,Company C,P005,Wellness,195.4,16.66,0,0
2023-01-01,Company C,P005,Wellness,200.6,16.88,0,0
2023-02-01,Company C,P005,Wellness,232.4,16.01,1,0
2023-03-01,Company C,P005,Wellness,216.8,15.73,0,0
2023-04-01,Company C,P005,Wellness,215.9,16.3,0,5
2023-05-01,Company C,P005,Wellness,209.1,16.61,0,0
2023-06-01,Company C,P005,Wellness,218.1,16.62,0,0
2023-07-01,Company C,P005,Wellness,209.2,15.94,0,0
2023-08-01,Company C,P005,Wellness,193.1,16.3,0,0
2023-09-01,Company C,P005,Wellness,189.1,16.27,0,0
2023-10-01,Company C,P005,Wellness,201.5,16.51,0,0
2023-11-01,Company C,P005,Wellness,194.2,16.1,0,0
2023-12-01,Company C,P005,Wellness,198.7,15.85,0,0
2024-01-01,Company C,P005,Wellness,239.7,15.8,1,5
2024-02-01,Company C,P005,Wellness,219.9,16.28,0,0
2024-03-01,Company C,P005,Wellness,219.2,16.14,0,0
2024-04-01,Company C,P005,Wellness,221.8,15.94,0,1
2024-05-01,Company C,P005,Wellness,244.8,16.81,0,0
2024-06-01,Company C,P005,Wellness,212.2,16.14,0,0
2024-07-01,Company C,P005,Wellness,226.2,16.3,0,3
2024-08-01,Company C,P005,Wellness,227.9,16.37,1,0
2024-09-01,Company C,P005,Wellness,221.2,15.84,0,0
2024-10-01,Company C,P005,Wellness,205.8,16.39,0,1
2024-11-01,Company C,P005,Wellness,220.6,16.25,0,0
2024-12-01,Company C,P005,Wellness,224.3,16.57,0,0
2025-01-01,Company C,P005,Wellness,225.4,16.38,0,2
2025-02-01,Company C,P005,Wellness,250.8,15.71,0,1
2025-03-01,Company C,P005,Wellness,240.9,16.8,0,0
2025-04-01,Company C,P005,Wellness,250.1,15.7,0,3
2025-05-01,Company C,P005,Wellness,244.3,15.99,0,2
2025-06-01,Company C,P005,Wellness,249.6,16.09,0,0
2025-07-01,Company C,P005,Wellness,231.8,15.94,0,0
2025-08-01,Company C,P005,Wellness,221.5,16.25,0,0
2025-09-01,Company C,P005,Wellness,224.8,16.27,0,0
2025-10-01,Company C,P005,Wellness,235.6,16.39,0,0
2025-11-01,Company C,P005,Wellness,229.9,15.86,0,0
2025-12-01,Company C,P005,Wellness,230.2,16.31,0,1
2022-01-01,Company C,P006,Wellness,206.3,17.74,0,0
2022-02-01,Company C,P006,Wellness,218.2,17.83,0,0
2022-03-01,Company C,P006,Wellness,215.5,17.69,0,0
2022-04-01,Company C,P006,Wellness,226.4,18.56,0,0
2022-05-01,Company C,P006,Wellness,220.9,18.12,0,0
2022-06-01,Company C,P006,Wellness,221.9,18.06,0,1
2022-07-01,Company C,P006,Wellness,213.8,17.97,0,0
2022-08-01,Company C,P006,Wellness,203.2,18.0,0,1
2022-09-01,Company C,P006,Wellness,190.5,17.61,0,0
2022-10-01,Company C,P006,Wellness,195.4,18.16,0,3
2022-11-01,Company C,P006,Wellness,194.3,17.88,0,0
2022-12-01,Company C,P006,Wellness,205.6,18.04,0,1
2023-01-01,Company C,P006,Wellness,215.3,17.96,0,0
2023-02-01,Company C,P006,Wellness,247.9,17.64,1,1
2023-03-01,Company C,P006,Wellness,236.1,17.86,0,0
2023-04-01,Company C,P006,Wellness,248.1,17.98,0,0
2023-05-01,Company C,P006,Wellness,244.8,18.09,0,0
2023-06-01,Company C,P006,Wellness,242.7,18.18,0,0
2023-07-01,Company C,P006,Wellness,249.2,18.27,1,0
2023-08-01,Company C,P006,Wellness,224.1,18.1,0,2
2023-09-01,Company C,P006,Wellness,217.4,17.45,0,0
2023-10-01,Company C,P006,Wellness,216.1,18.35,0,5
2023-11-01,Company C,P006,Wellness,200.0,17.88,0,1
2023-12-01,Company C,P006,Wellness,237.1,18.22,0,0
2024-01-01,Company C,P006,Wellness,245.8,18.0,0,0
2024-02-01,Company C,P006,Wellness,243.5,18.19,0,0
2024-03-01,Company C,P006,Wellness,248.1,17.7,0,0
2024-04-01,Company C,P006,Wellness,262.2,18.2,0,0
2024-05-01,Company C,P006,Wellness,261.6,18.04,0,0
2024-06-01,Company C,P006,Wellness,267.8,18.19,1,0
2024-07-01,Company C,P006,Wellness,257.8,18.01,0,0
2024-08-01,Company C,P006,Wellness,252.3,18.14,1,0
2024-09-01,Company C,P006,Wellness,244.0,18.24,0,0
2024-10-01,Company C,P006,Wellness,229.0,18.18,0,5
2024-11-01,Company C,P006,Wellness,243.7,17.98,0,0
2024-12-01,Company C,P006,Wellness,243.3,17.76,0,0
2025-01-01,Company C,P006,Wellness,257.2,17.98,0,5
2025-02-01,Company C,P006,Wellness,292.9,18.05,1,0
2025-03-01,Company C,P006,Wellness,269.9,18.86,0,0
2025-04-01,Company C,P006,Wellness,286.0,17.54,0,0
2025-05-01,Company C,P006,Wellness,272.9,17.57,0,0
2025-06-01,Company C,P006,Wellness,272.4,17.79,0,0
2025-07-01,Company C,P006,Wellness,265.7,18.33,0,0
2025-08-01,Company C,P006,Wellness,263.5,17.67,1,0
2025-09-01,Company C,P006,Wellness,249.9,18.08,0,2
2025-10-01,Company C,P006,Wellness,250.2,18.13,0,2
2025-11-01,Company C,P006,Wellness,255.1,17.81,0,2
2025-12-01,Company C,P006,Wellness,265.1,18.08,0,2
2022-01-01,Company C,P007,OTC,231.6,19.82,0,0
2022-02-01,Company C,P007,OTC,229.3,19.9,0,0
2022-03-01,Company C,P007,OTC,229.6,20.33,0,0
2022-04-01,Company C,P007,OTC,261.2,19.55,1,0
2022-05-01,Company C,P007,OTC,240.7,19.39,0,0
2022-06-01,Company C,P007,OTC,229.1,19.3,0,1
2022-07-01,Company C,P007,OTC,242.2,19.74,0,0
2022-08-01,Company C,P007,OTC,235.6,19.71,0,0
2022-09-01,Company C,P007,OTC,228.2,19.77,0,2
2022-10-01,Company C,P007,OTC,252.7,20.1,1,1
2022-11-01,Company C,P007,OTC,223.7,20.21,0,0
2022-12-01,Company C,P007,OTC,223.2,19.63,0,0
2023-01-01,Company C,P007,OTC,273.8,19.63,1,3
2023-02-01,Company C,P007,OTC,271.4,19.56,1,0
2023-03-01,Company C,P007,OTC,258.5,19.85,0,0
2023-04-01,Company C,P007,OTC,261.9,19.81,0,0
2023-05-01,Company C,P007,OTC,249.9,19.54,0,3
2023-06-01,Company C,P007,OTC,253.6,19.85,0,2
2023-07-01,Company C,P007,OTC,261.1,19.73,0,0
2023-08-01,Company C,P007,OTC,230.2,19.6,0,0
2023-09-01,Company C,P007,OTC,250.9,20.18,0,0
2023-10-01,Company C,P007,OTC,250.9,19.68,0,0
2023-11-01,Company C,P007,OTC,241.2,19.6,0,0
2023-12-01,Company C,P007,OTC,267.5,19.48,1,0
2024-01-01,Company C,P007,OTC,273.2,19.9,0,3
2024-02-01,Company C,P007,OTC,282.1,19.71,1,0
2024-03-01,Company C,P007,OTC,251.6,20.0,0,0
2024-04-01,Company C,P007,OTC,288.6,19.62,0,0
2024-05-01,Company C,P007,OTC,278.3,19.69,0,0
2024-06-01,Company C,P007,OTC,282.3,19.82,0,0
2024-07-01,Company C,P007,OTC,262.3,20.22,0,0
2024-08-01,Company C,P007,OTC,271.9,19.62,0,3
2024-09-01,Company C,P007,OTC,260.2,19.86,0,0
2024-10-01,Company C,P007,OTC,259.1,19.88,1,0
2024-11-01,Company C,P007,OTC,266.3,19.86,0,0
2024-12-01,Company C,P007,OTC,274.1,19.66,0,0
2025-01-01,Company C,P007,OTC,271.0,19.83,0,0
2025-02-01,Company C,P007,OTC,276.8,19.69,0,0
2025-03-01,Company C,P007,OTC,294.7,19.36,0,0
2025-04-01,Company C,P007,OTC,305.5,20.06,0,0
2025-05-01,Company C,P007,OTC,294.4,19.68,0,2
2025-06-01,Company C,P007,OTC,274.0,20.08,0,0
2025-07-01,Company C,P007,OTC,281.4,19.89,0,2
2025-08-01,Company C,P007,OTC,284.6,19.93,0,0
2025-09-01,Company C,P007,OTC,279.2,19.43,0,0
2025-10-01,Company C,P007,OTC,285.2,19.71,0,0
2025-11-01,Company C,P007,OTC,284.3,19.88,0,0
2025-12-01,Company C,P007,OTC,269.9,20.04,0,3
2022-01-01,Company C,P008,Prescription,238.9,21.78,0,0
2022-02-01,Company C,P008,Prescription,239.5,22.04,0,2
2022-03-01,Company C,P008,Prescription,243.3,21.57,0,1
2022-04-01,Company C,P008,Prescription,274.5,21.68,0,1
2022-05-01,Company C,P008,Prescription,282.5,21.5,1,0
2022-06-01,Company C,P008,Prescription,242.2,22.0,0,0
2022-07-01,Company C,P008,Prescription,241.2,21.37,0,2
2022-08-01,Company C,P008,Prescription,245.0,21.48,0,0
2022-09-01,Company C,P008,Prescription,240.6,21.48,0,0
2022-10-01,Company C,P008,Prescription,240.1,21.92,0,0
2022-11-01,Company C,P008,Prescription,243.8,21.18,0,0
2022-12-01,Company C,P008,Prescription,257.0,21.41,0,1
2023-01-01,Company C,P008,Prescription,269.6,21.68,0,1
2023-02-01,Company C,P008,Prescription,277.6,21.79,0,1
2023-03-01,Company C,P008,Prescription,267.1,21.78,0,1
2023-04-01,Company C,P008,Prescription,277.1,21.23,0,0
2023-05-01,Company C,P008,Prescription,300.6,21.69,1,0
2023-06-01,Company C,P008,Prescription,289.5,21.8,1,0
2023-07-01,Company C,P008,Prescription,272.2,21.06,0,0
2023-08-01,Company C,P008,Prescription,265.0,21.33,0,0
2023-09-01,Company C,P008,Prescription,289.9,21.6,1,1
2023-10-01,Company C,P008,Prescription,249.7,21.7,0,1
2023-11-01,Company C,P008,Prescription,259.0,21.53,0,2
2023-12-01,Company C,P008,Prescription,273.8,21.59,0,0
2024-01-01,Company C,P008,Prescription,287.2,21.73,0,2
2024-02-01,Company C,P008,Prescription,307.4,21.4,0,0
2024-03-01,Company C,P008,Prescription,309.0,21.82,0,0
2024-04-01,Company C,P008,Prescription,300.3,21.47,0,5
2024-05-01,Company C,P008,Prescription,299.8,21.59,0,3
2024-06-01,Company C,P008,Prescription,295.0,21.44,0,0
2024-07-01,Company C,P008,Prescription,292.6,21.52,0,5
2024-08-01,Company C,P008,Prescription,278.0,21.36,0,0
2024-09-01,Company C,P008,Prescription,276.5,21.06,0,0
2024-10-01,Company C,P008,Prescription,268.2,21.87,0,0
2024-11-01,Company C,P008,Prescription,296.0,22.0,1,0
2024-12-01,Company C,P008,Prescription,283.1,21.75,0,0
2025-01-01,Company C,P008,Prescription,309.2,21.41,0,0
2025-02-01,Company C,P008,Prescription,314.2,21.56,0,3
2025-03-01,Company C,P008,Prescription,324.0,21.68,1,0
2025-04-01,Company C,P008,Prescription,326.3,21.3,0,0
2025-05-01,Company C,P008,Prescription,312.1,21.96,0,0
2025-06-01,Company C,P008,Prescription,328.6,21.23,0,0
2025-07-01,Company C,P008,Prescription,301.6,21.68,0,5
2025-08-01,Company C,P008,Prescription,312.0,21.67,0,0
2025-09-01,Company C,P008,Prescription,304.6,21.61,0,0
2025-10-01,Company C,P008,Prescription,309.7,21.63,0,0
2025-11-01,Company C,P008,Prescription,297.9,21.43,0,3
2025-12-01,Company C,P008,Prescription,323.1,21.69,0,0
